053q0ukIDRgzwTr4vNSwab,Grimes,1738631.0,67,"['art pop', 'canadian electropop', 'dance pop', 'grave wave', 'indietronica', 'metropopolis', 'pop']",us (1)
6oMuImdp5ZcFhWP0ESe6mG,Migos,12531248.0,77,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",us (59)
2lolQgalUvZDfp5vvVtTYV,Tony Bennett,750913.0,61,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",us (1)
6xvpfMjWTougrRRtK7iikz,Mason Ramsey,140134.0,49,"['contemporary country', 'country']",us (2)
5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,1803380.0,71,"['contemporary country', 'country', 'country road']",us (4)
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,2551259.0,73,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",us (14)
5delTPpDAtBDsjk60f5xnt,Autumn!,227825.0,63,"['glitchcore', 'plugg', 'pluggnb', 'vapor trap']",us (1)
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,6914690.0,82,"['atl hip hop', 'plugg', 'pluggnb', 'rap']",us (26)
65OtBLtkrifQrdTlKI90IR,Elijah Blake,215386.0,44,"['pop r&b', 'r&b', 'trap soul']",us (1)
21LGsW7bziR4Ledx7WZ1Wf,Johnny Mathis,342429.0,53,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",us (1)
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,11418847.0,79,['modern rock'],us (26)
7nDsS0l5ZAzMedVRKPP8F1,Ella Henderson,1431443.0,75,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']",us (1)
5AtWO8IEnjhRLzaVVQxFUs,SoMo,682315.0,57,"['dance pop', 'post-teen pop', 'r&b']",us (1)
0YinUQ50QDB7ZxSCLyQ40k,Mustard,992953.0,72,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",us (8)
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,9120840.0,73,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",us (6)
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,7046498.0,77,"['emo', 'pop punk']",us (2)
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,10307598.0,84,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",us (1)
3BbPRvYQ0M9SFmhkHXozLm,Ambjaay,41344.0,41,"['cali rap', 'viral rap']",us (1)
1PbBg2aYjWLKRk84zJK15x,Echosmith,586365.0,61,['indie poptimism'],us (2)
6cK3NBO6uP7hh0oyuVELFl,Saweetie,1658482.0,73,"['cali rap', 'dance pop', 'pop', 'rap', 'trap queen']",us (5)
521qvhdobR0GzhvU6TFw76,Tritonal,220430.0,57,"['edm', 'electro house', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']",us (1)
3KwmxIhSe9UTSEF37kwngR,SHAED,154146.0,59,"['electropop', 'pop']",us (2)
4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,1543092.0,68,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'uk pop']",us (1)
4Ui2kfOqGujY81UcPrb5KE,HAIM,1210287.0,65,"['art pop', 'metropopolis']",us (1)
2kRfqPViCqYdSGhYSM9R0Q,Madison Beer,5408447.0,72,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",us (4)
0SwO7SWeDHJijQ3XNS7xEE,MGMT,2590142.0,74,"['indietronica', 'modern rock', 'rock']",us (1)
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,6486402.0,75,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",us (20)
3PyJHH2wyfQK3WZrk9rpmP,Ashnikko,1768694.0,70,"['electropop', 'escape room', 'pop']",us (3)
0xRXCcSX89eobfrshSVdyu,MEDUZA,551577.0,75,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",us (3)
2cFrymmkijnjDg9SS92EPM,blackbear,4772667.0,80,"['electropop', 'pop', 'pop rap']",us (13)
6h2J3dxLnTyURwIUBumKog,Rich Gang,873229.0,52,"['pop rap', 'rap', 'southern hip hop', 'trap']",us (1)
4sIl4BTo9l9KqEi0Y3RE72,Carly Pearce,262325.0,64,"['contemporary country', 'country', 'country road']",us (1)
34bhyY8jfKez7uKakMfy4y,Maddie & Tae,963576.0,64,"['contemporary country', 'country', 'country road', 'pop']",us (2)
2VAnyOxzJuSAj7XIuEOT38,AlunaGeorge,428270.0,62,"['electropop', 'house', 'tropical house']",us (1)
0Q8NcsJwoCbZOHHW63su5S,Mora,745169.0,82,"['reggaeton', 'trap latino']",us (1)
2SXhbucehn00OBVKhzxDyM,Erica Banks,83878.0,54,"['rap', 'trap queen', 'viral rap']",us (1)
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,1290907.0,70,"['dance pop', 'edm', 'pop', 'pop rap']",us (2)
1G9G7WwrXka3Z1r7aIDjI7,Outkast,2035367.0,74,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",us (1)
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,1003900.0,70,"['bubblegrunge', 'chicago indie', 'indie pop', 'indie rock']",us (1)
0jnsk9HBra6NMjO2oANoPY,Flo Rida,8645421.0,77,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",us (6)
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,6017975.0,75,"['baroque pop', 'pop', 'uk alternative pop']",us (6)
3Fdm9TFJQCLmC3AWMuGExi,Ugly God,2038114.0,52,"['meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",us (2)
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,4094260.0,74,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",us (1)
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,14155283.0,84,"['piano rock', 'pop', 'pop rock']",us (12)
60gmlHZmT16wiO9GiXKYK9,Chris Janson,285902.0,60,"['contemporary country', 'country', 'country road', 'modern country rock']",us (1)
68abRTdO4meYReMWHvBYb0,Chris Lane,831307.0,63,"['contemporary country', 'country', 'country road']",us (3)
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,6000043.0,81,"['hip hop', 'ohio hip hop', 'rap']",us (28)
5TbLOwv8BNnik3f03NZJlt,TOKYO’S REVENGE,415072.0,59,"['meme rap', 'vapor trap', 'viral rap']",us (1)
46GXASE9LHzyssNqKOInUu,Dawin,222185.0,52,['nyc pop'],us (1)
0kkxsdcaWmWU2yWAqclDh4,Rixton,725878.0,61,"['australian pop', 'dance pop', 'pop', 'pop rock', 'post-teen pop', 'uk pop']",us (1)
7FBDXY8U17aasVTH3rgxbS,Bankroll Fresh,541239.0,47,"['atl hip hop', 'atl trap', 'dirty south rap', 'gangster rap', 'houston rap', 'rap', 'southern hip hop', 'trap']",us (1)
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,16421954.0,82,['bachata'],us (1)
2iE18Oxc8YSumAU232n4rW,The Jackson 5,1288851.0,66,"['motown', 'soul']",us (2)
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,5942355.0,78,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",us (30)
